Country;Item Type;Order Date;Order ID;Order Priority Ex;Region;Sales Channel;Ship Date;Total Cost Ch (bin);Total Cost Ch;Total Profit Ch;Total Revenue Ch;Unit Cost Ch;Unit Price Ch;Units Sold
Germany;Baby Food;01/11/2014;523899209;Critical;Europe;Offline;16/11/2014;297K;362361,66;217889,78;580251,44;159,42;255,28;2273
Hungary;Baby Food;01/01/2010;279703605;Critical;Europe;Offline;10/01/2010;1484K;1493287,14;897920,62;2391207,76;159,42;255,28;9367
Portugal;Baby Food;11/01/2010;479171121;Critical;Europe;Offline;27/01/2010;890K;994461,96;597974,68;1592436,64;159,42;255,28;6238
Romania;Baby Food;30/08/2014;414359509;Critical;Europe;Offline;11/09/2014;1039K;1122635,64;675046,12;1797681,76;159,42;255,28;7042
Montenegro;Beverages;06/08/2016;243340575;Critical;Europe;Offline;04/09/2016;148K;277812,81;136852,74;414665,55;31,79;47,45;8739
Serbia;Beverages;23/12/2012;308582627;Critical;Europe;Offline;09/02/2013;148K;168868,48;83185,92;252054,4;31,79;47,45;5312
Romania;Cereal;29/09/2012;812632358;Critical;Europe;Offline;17/10/2012;445K;565407,08;427712,52;993119,6;117,11;205,7;4828
Serbia;Cereal;11/08/2016;100983083;Critical;Europe;Offline;11/08/2016;148K;233400,23;176559,87;409960,1;117,11;205,7;1993
Ukraine;Cereal;10/10/2011;580463349;Critical;Europe;Offline;08/11/2011;0K;100597,49;76098,81;176696,3;117,11;205,7;859
Albania;Clothes;16/01/2016;357930982;Critical;Europe;Offline;05/03/2016;297K;307722,24;630555,84;938278,08;35,84;109,28;8586
Iceland;Clothes;11/11/2010;563939225;Critical;Europe;Offline;19/12/2010;0K;35983,36;73733,76;109717,12;35,84;109,28;1004
Lithuania;Clothes;29/04/2012;530262696;Critical;Europe;Offline;11/05/2012;148K;192460,8;394372,8;586833,6;35,84;109,28;5370
Malta;Cosmetics;26/11/2015;819516837;Critical;Europe;Offline;25/12/2015;445K;552466,34;364779,26;917245,6;263,33;437,2;2098
Russia;Cosmetics;28/07/2015;659671771;Critical;Europe;Offline;29/07/2015;0K;102962,03;67983,17;170945,2;263,33;437,2;391
Sweden;Cosmetics;16/01/2010;336813628;Critical;Europe;Offline;23/02/2010;2374K;2499528,36;1650374,04;4149902,4;263,33;437,2;9492
Switzerland;Cosmetics;10/09/2014;347609412;Critical;Europe;Offline;17/09/2014;1039K;1107302,65;731123,35;1838426;263,33;437,2;4205
Vatican City;Cosmetics;24/05/2012;292424571;Critical;Europe;Offline;05/06/2012;890K;996440,72;657924,08;1654364,8;263,33;437,2;3784
Armenia;Fruits;29/11/2014;362258565;Critical;Europe;Offline;14/12/2014;0K;63760,88;22205,74;85966,62;6,92;9,33;9214
Bulgaria;Fruits;08/10/2013;911891257;Critical;Europe;Offline;01/11/2013;0K;53574,64;18658,22;72232,86;6,92;9,33;7742
Greece;Fruits;28/05/2014;656244552;Critical;Europe;Offline;19/06/2014;0K;42910,92;14944,41;57855,33;6,92;9,33;6201
Greece;Household;11/03/2016;799848306;Critical;Europe;Offline;23/04/2016;742K;875927,22;288867,39;1164794,61;502,54;668,27;1743
Sweden;Household;09/10/2010;766118133;Critical;Europe;Offline;10/10/2010;0K;118096,9;38946,55;157043,45;502,54;668,27;235
Greece;Meat;12/09/2016;645111024;Critical;Europe;Offline;26/09/2016;445K;562716,67;88259,6;650976,27;364,69;421,89;1543
Lithuania;Meat;20/02/2010;930296790;Critical;Europe;Offline;26/03/2010;1484K;1585672,12;248705,6;1834377,72;364,69;421,89;4348
Romania;Meat;16/01/2016;682162415;Critical;Europe;Offline;26/02/2016;2077K;2141824,37;335935,6;2477759,97;364,69;421,89;5873
Austria;Office Supplies;03/04/2015;575552117;Critical;Europe;Offline;26/04/2015;3858K;3945599,36;948895;4894494,36;524,96;651,21;7516
Bulgaria;Office Supplies;09/02/2014;200507199;Critical;Europe;Offline;25/02/2014;1632K;1780139,36;428113,75;2208253,11;524,96;651,21;3391
Norway;Office Supplies;14/12/2012;884192836;Critical;Europe;Offline;15/01/2013;593K;611053,44;146955;758008,44;524,96;651,21;1164
Portugal;Office Supplies;17/02/2012;775849616;Critical;Europe;Offline;05/03/2012;5193K;5248025,12;1262121,25;6510146,37;524,96;651,21;9997
San Marino;Office Supplies;05/11/2013;881194770;Critical;Europe;Offline;05/12/2013;2077K;2083566,24;501086,25;2584652,49;524,96;651,21;3969
Ukraine;Office Supplies;16/09/2016;862485826;Critical;Europe;Offline;27/10/2016;3858K;3977621,92;956596,25;4934218,17;524,96;651,21;7577
Croatia;Personal Care;05/05/2014;309655511;Critical;Europe;Offline;21/05/2014;148K;158789,34;70218,12;229007,46;56,67;81,73;2802
Malta;Personal Care;13/04/2017;274694526;Critical;Europe;Offline;11/05/2017;297K;400600,23;177149,14;577749,37;56,67;81,73;7069
Kosovo;Snacks;13/07/2011;499101436;Critical;Europe;Offline;28/08/2011;297K;395703,84;223923,54;619627,38;97,44;152,58;4061
Austria;Vegetables;17/08/2011;917835032;Critical;Europe;Offline;06/10/2011;593K;603502,41;418993,81;1022496,22;90,93;154,06;6637
Austria;Vegetables;09/05/2014;489600837;Critical;Europe;Offline;09/06/2014;148K;238418,46;165526,86;403945,32;90,93;154,06;2622
Bulgaria;Vegetables;26/01/2010;817061221;Critical;Europe;Offline;21/02/2010;445K;493477,11;342606,51;836083,62;90,93;154,06;5427
Iceland;Vegetables;13/02/2015;706176555;Critical;Europe;Offline;26/02/2015;148K;199136,7;138254,7;337391,4;90,93;154,06;2190
Liechtenstein;Vegetables;17/10/2013;801925837;Critical;Europe;Offline;26/10/2013;593K;593863,83;412302,03;1006165,86;90,93;154,06;6531
Macedonia;Vegetables;10/07/2017;759594142;Critical;Europe;Offline;12/07/2017;742K;876656,13;608636,33;1485292,46;90,93;154,06;9641
Monaco;Vegetables;06/11/2012;671616399;Critical;Europe;Offline;10/12/2012;445K;461196,96;320195,36;781392,32;90,93;154,06;5072
Andorra;Baby Food;15/07/2013;141764247;High;Europe;Offline;29/08/2013;0K;7333,32;4409,56;11742,88;159,42;255,28;46
Greece;Baby Food;15/01/2015;288073384;High;Europe;Offline;16/02/2015;890K;983780,82;591552,06;1575332,88;159,42;255,28;6171
Poland;Baby Food;20/02/2016;645956456;High;Europe;Offline;08/04/2016;148K;274999,5;165358,5;440358;159,42;255,28;1725
Romania;Baby Food;23/06/2015;693831098;High;Europe;Offline;14/07/2015;1335K;1418040,9;852674,7;2270715,6;159,42;255,28;8895
Sweden;Baby Food;29/03/2011;369170081;High;Europe;Offline;03/04/2011;593K;715158,12;430027,96;1145186,08;159,42;255,28;4486
Greece;Beverages;20/02/2010;795141351;High;Europe;Offline;24/02/2010;148K;281341,5;138591;419932,5;31,79;47,45;8850
Moldova;Beverages;17/06/2013;243226420;High;Europe;Offline;03/07/2013;148K;157614,82;77642,28;235257,1;31,79;47,45;4958
Armenia;Cereal;20/01/2010;477282845;High;Europe;Offline;04/02/2010;742K;873055,05;660438,45;1533493,5;117,11;205,7;7455
Georgia;Cereal;30/11/2016;391849982;High;Europe;Offline;11/12/2016;593K;699380,92;529059,48;1228440,4;117,11;205,7;5972
Denmark;Clothes;09/05/2012;713357150;High;Europe;Offline;03/06/2012;148K;254033,92;520542,72;774576,64;35,84;109,28;7088
Hungary;Clothes;21/01/2015;538430345;High;Europe;Offline;10/03/2015;0K;84546,56;173244,96;257791,52;35,84;109,28;2359
Liechtenstein;Clothes;04/08/2016;545059049;High;Europe;Offline;08/08/2016;0K;141209,6;289353,6;430563,2;35,84;109,28;3940
Macedonia;Clothes;01/08/2016;431432092;High;Europe;Offline;13/09/2016;297K;329656,32;675501,12;1005157,44;35,84;109,28;9198
Netherlands;Clothes;26/07/2016;513611114;High;Europe;Offline;05/09/2016;148K;279444,48;572611,68;852056,16;35,84;109,28;7797
Hungary;Cosmetics;10/06/2013;689349019;High;Europe;Offline;23/07/2013;593K;670964,84;443020,76;1113985,6;263,33;437,2;2548
Slovakia;Cosmetics;13/06/2012;780899035;High;Europe;Offline;30/07/2012;1039K;1114675,89;735991,71;1850667,6;263,33;437,2;4233
Hungary;Fruits;04/01/2014;633992946;High;Europe;Offline;06/01/2014;0K;10075,52;3508,96;13584,48;6,92;9,33;1456
Liechtenstein;Fruits;26/04/2011;974420630;High;Europe;Offline;15/06/2011;0K;10885,16;3790,93;14676,09;6,92;9,33;1573
Czech Republic;Household;05/12/2012;574247491;High;Europe;Offline;17/12/2012;593K;727677,92;239977,04;967654,96;502,54;668,27;1448
Czech Republic;Household;06/11/2014;988599860;High;Europe;Offline;11/12/2014;3709K;3780105,88;1246621,06;5026726,94;502,54;668,27;7522
Romania;Household;19/06/2014;765858924;High;Europe;Offline;21/07/2014;1632K;1773966,2;585026,9;2358993,1;502,54;668,27;3530
Bulgaria;Meat;10/09/2013;780590045;High;Europe;Offline;03/10/2013;890K;1019673,24;159931,2;1179604,44;364,69;421,89;2796
Armenia;Office Supplies;03/08/2014;883504474;High;Europe;Offline;08/09/2014;3858K;3917251,52;942077,5;4859329,02;524,96;651,21;7462
Luxembourg;Office Supplies;17/09/2011;339786803;High;Europe;Offline;25/10/2011;4748K;4893152,16;1176776,25;6069928,41;524,96;651,21;9321
Slovakia;Office Supplies;23/06/2014;224647080;High;Europe;Offline;30/07/2014;3561K;3631673,28;873397,5;4505070,78;524,96;651,21;6918
Ireland;Personal Care;26/02/2017;309285581;High;Europe;Offline;17/04/2017;148K;188767,77;83474,86;272242,63;56,67;81,73;3331
Netherlands;Personal Care;08/05/2010;392752492;High;Europe;Offline;03/06/2010;148K;172560,15;76307,7;248867,85;56,67;81,73;3045
Russia;Personal Care;12/11/2011;473845756;High;Europe;Offline;16/12/2011;0K;19494,48;8620,64;28115,12;56,67;81,73;344
Moldova;Snacks;11/01/2016;583451974;High;Europe;Offline;05/02/2016;445K;512534,4;290036,4;802570,8;97,44;152,58;5260
Sweden;Snacks;27/10/2012;507531726;High;Europe;Offline;11/11/2012;742K;854646,24;483632,94;1338279,18;97,44;152,58;8771
Denmark;Vegetables;23/05/2014;954341828;High;Europe;Offline;11/07/2014;890K;891932,37;619242,17;1511174,54;90,93;154,06;9809
Liechtenstein;Vegetables;23/05/2011;927351081;High;Europe;Offline;02/06/2011;148K;240691,71;167105,11;407796,82;90,93;154,06;2647
Norway;Vegetables;05/07/2012;416682088;High;Europe;Offline;14/08/2012;297K;394999,92;274236,72;669236,64;90,93;154,06;4344
Albania;Baby Food;18/05/2012;152191388;Low;Europe;Offline;22/06/2012;890K;903751,98;543430,34;1447182,32;159,42;255,28;5669
Finland;Baby Food;21/04/2017;564173543;Low;Europe;Offline;26/04/2017;0K;54681,06;32879,98;87561,04;159,42;255,28;343
Ireland;Baby Food;19/07/2010;629301440;Low;Europe;Offline;29/07/2010;445K;499781,7;300521,1;800302,8;159,42;255,28;3135
Malta;Baby Food;16/03/2010;222720611;Low;Europe;Offline;01/04/2010;1039K;1089316,86;655011,38;1744328,24;159,42;255,28;6833
Malta;Baby Food;21/08/2011;276850593;Low;Europe;Offline;03/09/2011;742K;812563,74;488598,42;1301162,16;159,42;255,28;5097
Belgium;Beverages;21/12/2016;244023358;Low;Europe;Offline;22/01/2017;0K;25082,31;12355,74;37438,05;31,79;47,45;789
Macedonia;Beverages;30/04/2015;212319648;Low;Europe;Offline;15/05/2015;148K;284743,03;140266,62;425009,65;31,79;47,45;8957
Russia;Beverages;07/08/2012;534641349;Low;Europe;Offline;27/08/2012;0K;35318,69;17398,26;52716,95;31,79;47,45;1111
France;Cereal;28/08/2010;797718417;Low;Europe;Offline;15/10/2010;148K;171214,82;129518,58;300733,4;117,11;205,7;1462
Macedonia;Cereal;28/11/2010;988614022;Low;Europe;Offline;11/01/2011;148K;200609,43;151754,67;352364,1;117,11;205,7;1713
Ukraine;Cereal;14/04/2014;559183347;Low;Europe;Offline;21/05/2014;297K;425460,63;321847,47;747308,1;117,11;205,7;3633
Cyprus;Clothes;09/01/2013;209598815;Low;Europe;Offline;11/01/2013;0K;136263,68;279218,88;415482,56;35,84;109,28;3802
Russia;Clothes;09/07/2010;138820683;Low;Europe;Offline;09/07/2010;297K;321843,2;659491,2;981334,4;35,84;109,28;8980
Austria;Cosmetics;24/07/2010;540982520;Low;Europe;Offline;01/09/2010;1929K;2002361,32;1322107,48;3324468,8;263,33;437,2;7604
Norway;Cosmetics;09/12/2011;337354791;Low;Europe;Offline;28/01/2012;2522K;2536921,22;1675063,58;4211984,8;263,33;437,2;9634
Portugal;Cosmetics;20/03/2014;450041043;Low;Europe;Offline;16/04/2014;1484K;1579980;1043220;2623200;263,33;437,2;6000
Italy;Fruits;17/11/2016;704233348;Low;Europe;Offline;26/11/2016;0K;49491,84;17236,32;66728,16;6,92;9,33;7152
Slovenia;Fruits;28/05/2016;295168149;Low;Europe;Offline;16/07/2016;0K;39229,48;13662,29;52891,77;6,92;9,33;5669
Andorra;Household;14/08/2016;834065997;Low;Europe;Offline;14/09/2016;3709K;3778095,72;1245958,14;5024053,86;502,54;668,27;7518
France;Meat;17/07/2011;633312737;Low;Europe;Offline;11/08/2011;0K;60903,23;9552,4;70455,63;364,69;421,89;167
Moldova;Meat;13/05/2016;815755307;Low;Europe;Offline;09/06/2016;3264K;3274186,82;513541,6;3787728,42;364,69;421,89;8978
Monaco;Meat;15/07/2013;177147090;Low;Europe;Offline;17/08/2013;148K;224284,35;35178;259462,35;364,69;421,89;615
San Marino;Meat;23/03/2012;456934964;Low;Europe;Offline;05/05/2012;2077K;2211844,85;346918;2558762,85;364,69;421,89;6065
Bosnia and Herzegovina;Office Supplies;30/11/2015;288656175;Low;Europe;Offline;30/12/2015;4451K;4531454,72;1089790;5621244,72;524,96;651,21;8632
Cyprus;Office Supplies;08/05/2013;897785842;Low;Europe;Offline;12/05/2013;1780K;1908754,56;459045;2367799,56;524,96;651,21;3636
Iceland;Office Supplies;18/01/2012;239554154;Low;Europe;Offline;13/02/2012;4303K;4332494,88;1041941,25;5374436,13;524,96;651,21;8253
Bosnia and Herzegovina;Personal Care;12/01/2010;356413495;Low;Europe;Offline;18/01/2010;445K;539951,76;238771,68;778723,44;56,67;81,73;9528
Iceland;Personal Care;07/11/2013;546140086;Low;Europe;Offline;19/12/2013;148K;217782,81;96305,58;314088,39;56,67;81,73;3843
Ireland;Personal Care;05/01/2014;702357947;Low;Europe;Offline;04/02/2014;0K;123483,93;54605,74;178089,67;56,67;81,73;2179
Latvia;Personal Care;13/09/2012;936411798;Low;Europe;Offline;17/09/2012;148K;221863,05;98109,9;319972,95;56,67;81,73;3915
Russia;Snacks;29/11/2015;214033257;Low;Europe;Offline;03/12/2015;445K;589706,88;333707,28;923414,16;97,44;152,58;6052
Slovakia;Snacks;10/10/2013;315066277;Low;Europe;Offline;28/11/2013;297K;386641,92;218795,52;605437,44;97,44;152,58;3968
Hungary;Vegetables;06/01/2014;768676316;Low;Europe;Offline;08/02/2014;593K;660060,87;458260,67;1118321,54;90,93;154,06;7259
San Marino;Vegetables;19/02/2012;515771901;Low;Europe;Offline;19/03/2012;593K;656696,46;455924,86;1112621,32;90,93;154,06;7222
Armenia;Baby Food;10/02/2010;838788402;Medium;Europe;Offline;26/02/2010;742K;794389,86;477670,38;1272060,24;159,42;255,28;4983
Estonia;Baby Food;02/01/2014;123086202;Medium;Europe;Offline;20/02/2014;445K;445897,74;268120,42;714018,16;159,42;255,28;2797
Russia;Baby Food;24/12/2011;450550019;Medium;Europe;Offline;02/01/2012;1039K;1055041,56;634401,48;1689443,04;159,42;255,28;6618
San Marino;Baby Food;03/06/2016;412416303;Medium;Europe;Offline;11/06/2016;297K;319477,68;192103,44;511581,12;159,42;255,28;2004
Sweden;Baby Food;26/05/2010;469974792;Medium;Europe;Offline;17/06/2010;742K;771592,8;463962,4;1235555,2;159,42;255,28;4840
Switzerland;Baby Food;11/08/2014;850562655;Medium;Europe;Offline;25/09/2014;1335K;1473997,32;886321,56;2360318,88;159,42;255,28;9246
United Kingdom;Baby Food;07/10/2015;530702579;Medium;Europe;Offline;09/11/2015;742K;883346,22;531160,26;1414506,48;159,42;255,28;5541
Kosovo;Beverages;08/06/2012;129169023;Medium;Europe;Offline;18/07/2012;0K;90251,81;44458,74;134710,55;31,79;47,45;2839
Macedonia;Beverages;17/12/2015;653152501;Medium;Europe;Offline;22/12/2015;0K;37957,26;18698,04;56655,3;31,79;47,45;1194
Russia;Beverages;21/04/2014;543322694;Medium;Europe;Offline;01/06/2014;0K;3624,06;1785,24;5409,3;31,79;47,45;114
Slovakia;Beverages;15/09/2015;495593106;Medium;Europe;Offline;08/10/2015;148K;186543,72;91892,88;278436,6;31,79;47,45;5868
Georgia;Cereal;14/12/2010;962560546;Medium;Europe;Offline;08/01/2011;148K;223797,21;169295,49;393092,7;117,11;205,7;1911
Greece;Cereal;10/10/2013;524844634;Medium;Europe;Offline;13/10/2013;148K;239489,95;181166,55;420656,5;117,11;205,7;2045
Latvia;Cereal;28/06/2010;400904691;Medium;Europe;Offline;12/07/2010;593K;639654,82;483878,58;1123533,4;117,11;205,7;5462
Ukraine;Cereal;21/03/2011;401993882;Medium;Europe;Offline;11/04/2011;890K;910881,58;689053,02;1599934,6;117,11;205,7;7778
Italy;Clothes;11/09/2012;602301251;Medium;Europe;Offline;27/09/2012;0K;113971,2;233539,2;347510,4;35,84;109,28;3180
Montenegro;Clothes;19/11/2011;526350104;Medium;Europe;Offline;04/12/2011;148K;270484,48;554251,68;824736,16;35,84;109,28;7547
Croatia;Cosmetics;15/02/2012;364715468;Medium;Europe;Offline;19/02/2012;1632K;1650289,11;1089643,29;2739932,4;263,33;437,2;6267
Slovakia;Cosmetics;27/11/2011;146545875;Medium;Europe;Offline;07/01/2012;1187K;1326129,88;875609,32;2201739,2;263,33;437,2;5036
Hungary;Fruits;08/09/2011;628595054;Medium;Europe;Offline;21/10/2011;0K;28372;9881;38253;6,92;9,33;4100
Lithuania;Fruits;14/04/2010;879845082;Medium;Europe;Offline;01/05/2010;0K;31603,64;11006,47;42610,11;6,92;9,33;4567
Luxembourg;Fruits;31/12/2016;707661855;Medium;Europe;Offline;26/01/2017;0K;11923,16;4152,43;16075,59;6,92;9,33;1723
Vatican City;Fruits;25/07/2016;299739491;Medium;Europe;Offline;01/09/2016;0K;58342,52;20318,71;78661,23;6,92;9,33;8431
Belarus;Household;12/02/2015;785364806;Medium;Europe;Offline;21/03/2015;2819K;2891615,16;953610,42;3845225,58;502,54;668,27;5754
Bosnia and Herzegovina;Household;01/03/2012;891681563;Medium;Europe;Offline;27/03/2012;3561K;3640902,3;1200713,85;4841616,15;502,54;668,27;7245
Bosnia and Herzegovina;Household;22/06/2015;261640536;Medium;Europe;Offline;01/08/2015;1929K;2062424,16;680155,92;2742580,08;502,54;668,27;4104
Italy;Household;22/02/2011;677851569;Medium;Europe;Offline;02/03/2011;0K;99502,92;32814,54;132317,46;502,54;668,27;198
Armenia;Meat;09/11/2015;781416594;Medium;Europe;Offline;23/12/2015;2671K;2695059,1;422708;3117767,1;364,69;421,89;7390
Belgium;Meat;22/03/2015;164259612;Medium;Europe;Offline;29/04/2015;2522K;2525113,56;396052,8;2921166,36;364,69;421,89;6924
Czech Republic;Meat;05/12/2011;693583905;Medium;Europe;Offline;06/01/2012;2077K;2095144,05;328614;2423758,05;364,69;421,89;5745
Georgia;Meat;11/02/2010;516485583;Medium;Europe;Offline;06/03/2010;2967K;3069231,04;481395,2;3550626,24;364,69;421,89;8416
Luxembourg;Meat;18/12/2010;469129359;Medium;Europe;Offline;26/01/2011;1632K;1698361,33;266380,4;1964741,73;364,69;421,89;4657
Norway;Meat;12/09/2012;917874085;Medium;Europe;Offline;23/09/2012;2967K;2988269,86;468696,8;3456966,66;364,69;421,89;8194
Czech Republic;Office Supplies;19/06/2010;885046851;Medium;Europe;Offline;19/07/2010;1929K;2039994,56;490607,5;2530602,06;524,96;651,21;3886
France;Office Supplies;04/11/2013;428419864;Medium;Europe;Offline;05/12/2013;4006K;4101512,48;986391,25;5087903,73;524,96;651,21;7813
Greece;Office Supplies;02/04/2013;516599738;Medium;Europe;Offline;09/05/2013;1039K;1153337,12;277371,25;1430708,37;524,96;651,21;2197
Kosovo;Office Supplies;01/08/2012;760280358;Medium;Europe;Offline;21/08/2012;1335K;1421591,68;341885;1763476,68;524,96;651,21;2708
Russia;Office Supplies;15/03/2013;586812674;Medium;Europe;Offline;31/03/2013;5044K;5126759,36;1232957,5;6359716,86;524,96;651,21;9766
Austria;Personal Care;10/05/2010;535740411;Medium;Europe;Offline;07/06/2010;297K;359741,16;159080,88;518822,04;56,67;81,73;6348
Norway;Personal Care;14/01/2014;634033286;Medium;Europe;Offline;15/01/2014;148K;192337,98;85053,64;277391,62;56,67;81,73;3394
Slovenia;Personal Care;23/11/2014;700304019;Medium;Europe;Offline;21/12/2014;148K;247987,92;109662,56;357650,48;56,67;81,73;4376
Croatia;Snacks;03/03/2011;488815915;Medium;Europe;Offline;17/04/2011;0K;33811,68;19133,58;52945,26;97,44;152,58;347
Hungary;Snacks;01/02/2017;291611325;Medium;Europe;Offline;10/02/2017;297K;304597,44;172367,64;476965,08;97,44;152,58;3126
Latvia;Snacks;07/04/2017;569170606;Medium;Europe;Offline;13/04/2017;742K;885242,4;500946,9;1386189,3;97,44;152,58;9085
Luxembourg;Snacks;22/04/2017;594991052;Medium;Europe;Offline;06/06/2017;890K;967481,76;547485,06;1514966,82;97,44;152,58;9929
Romania;Snacks;21/08/2010;884462773;Medium;Europe;Offline;05/10/2010;0K;101727,36;57566,16;159293,52;97,44;152,58;1044
Slovakia;Snacks;10/06/2011;765552079;Medium;Europe;Offline;17/07/2011;148K;265718,88;150366,78;416085,66;97,44;152,58;2727
Vatican City;Snacks;18/10/2014;429123675;Medium;Europe;Offline;11/11/2014;445K;593019,84;335582,04;928601,88;97,44;152,58;6086
Austria;Vegetables;12/11/2016;468320834;Medium;Europe;Offline;21/12/2016;445K;490749,21;340712,61;831461,82;90,93;154,06;5397
Belarus;Vegetables;07/06/2017;215584218;Medium;Europe;Offline;21/06/2017;445K;456104,88;316660,08;772764,96;90,93;154,06;5016
Cyprus;Vegetables;08/12/2010;579094779;Medium;Europe;Offline;11/12/2010;445K;533668,17;370509,97;904178,14;90,93;154,06;5869
Italy;Vegetables;11/04/2016;608374631;Medium;Europe;Offline;12/04/2016;0K;38918,04;27019,64;65937,68;90,93;154,06;428
San Marino;Vegetables;30/09/2013;408540618;Medium;Europe;Offline;13/11/2013;445K;463924,86;322089,26;786014,12;90,93;154,06;5102
Slovenia;Vegetables;10/02/2013;691383635;Medium;Europe;Offline;19/03/2013;297K;421642,41;292733,81;714376,22;90,93;154,06;4637
Poland;Baby Food;26/09/2011;685233008;Critical;Europe;Online;17/10/2011;593K;722013,18;434149,94;1156163,12;159,42;255,28;4529
Czech Republic;Cereal;02/08/2014;118659913;Critical;Europe;Online;17/08/2014;297K;346645,6;262226,4;608872;117,11;205,7;2960
Estonia;Cereal;14/10/2013;220607459;Critical;Europe;Online;17/10/2013;148K;176133,44;133239,36;309372,8;117,11;205,7;1504
France;Cereal;19/09/2012;764811360;Critical;Europe;Online;30/09/2012;297K;413632,52;312899,88;726532,4;117,11;205,7;3532
Macedonia;Cereal;01/09/2010;963219296;Critical;Europe;Online;18/09/2010;742K;802203,5;606841,5;1409045;117,11;205,7;6850
Poland;Cereal;08/09/2013;176050603;Critical;Europe;Online;28/10/2013;593K;719055,4;543942,6;1262998;117,11;205,7;6140
Ukraine;Cereal;07/08/2012;626109397;Critical;Europe;Online;15/09/2012;890K;1000002,29;756470,01;1756472,3;117,11;205,7;8539
Andorra;Clothes;20/06/2017;190002810;Critical;Europe;Online;05/08/2017;148K;175938,56;360516,96;536455,52;35,84;109,28;4909
Croatia;Clothes;09/06/2016;781083571;Critical;Europe;Online;18/06/2016;297K;316861,44;649283,04;966144,48;35,84;109,28;8841
Denmark;Clothes;09/11/2012;161812150;Critical;Europe;Online;12/11/2012;0K;95549,44;195791,04;291340,48;35,84;109,28;2666
Macedonia;Clothes;14/03/2013;799109733;Critical;Europe;Online;29/04/2013;0K;114078,72;233759,52;347838,24;35,84;109,28;3183
San Marino;Clothes;30/10/2011;937875640;Critical;Europe;Online;30/11/2011;148K;254392,32;521277,12;775669,44;35,84;109,28;7098
United Kingdom;Cosmetics;05/05/2017;887501180;Critical;Europe;Online;20/06/2017;0K;46346,08;30601,12;76947,2;263,33;437,2;176
Belgium;Fruits;24/07/2015;309188163;Critical;Europe;Online;12/08/2015;0K;31160,76;10852,23;42012,99;6,92;9,33;4503
Macedonia;Household;28/07/2014;666483724;Critical;Europe;Online;31/08/2014;2967K;3115245,46;1027360,27;4142605,73;502,54;668,27;6199
United Kingdom;Household;23/03/2012;548403012;Critical;Europe;Online;04/04/2012;1632K;1755372,22;578894,89;2334267,11;502,54;668,27;3493
Albania;Meat;12/11/2010;863138997;Critical;Europe;Online;21/12/2010;297K;315456,85;49478;364934,85;364,69;421,89;865
Liechtenstein;Meat;31/05/2017;543396508;Critical;Europe;Online;05/06/2017;593K;713698,33;111940,4;825638,73;364,69;421,89;1957
Macedonia;Meat;14/12/2013;979200112;Critical;Europe;Online;30/12/2013;2077K;2161882,32;339081,6;2500963,92;364,69;421,89;5928
Sweden;Meat;18/01/2015;437083184;Critical;Europe;Online;19/02/2015;445K;540470,58;84770,4;625240,98;364,69;421,89;1482
Ireland;Office Supplies;06/01/2011;144978606;Critical;Europe;Online;19/02/2011;593K;654100,16;157307,5;811407,66;524,96;651,21;1246
Kosovo;Office Supplies;16/02/2015;580782210;Critical;Europe;Online;20/02/2015;2671K;2738716,32;658646,25;3397362,57;524,96;651,21;5217
Netherlands;Office Supplies;29/07/2011;857457864;Critical;Europe;Online;16/09/2011;5044K;5087387,36;1223488,75;6310876,11;524,96;651,21;9691
Netherlands;Office Supplies;09/08/2014;138182103;Critical;Europe;Online;16/08/2014;0K;5249,6;1262,5;6512,1;524,96;651,21;10
Netherlands;Personal Care;10/03/2012;544741475;Critical;Europe;Online;25/03/2012;445K;564603,21;249672,78;814275,99;56,67;81,73;9963
Spain;Personal Care;08/12/2013;955466639;Critical;Europe;Online;27/01/2014;148K;151082,22;66809,96;217892,18;56,67;81,73;2666
Bulgaria;Snacks;31/05/2010;768230426;Critical;Europe;Online;22/06/2010;445K;517406,4;292793,4;810199,8;97,44;152,58;5310
Sweden;Snacks;01/06/2013;971899354;Critical;Europe;Online;01/06/2013;445K;533094,24;301670,94;834765,18;97,44;152,58;5471
Belarus;Vegetables;05/01/2011;180479466;Critical;Europe;Online;12/01/2011;593K;612868,2;425496,2;1038364,4;90,93;154,06;6740
Belarus;Vegetables;12/08/2016;614054477;Critical;Europe;Online;16/08/2016;0K;110934,6;77018,6;187953,2;90,93;154,06;1220
Finland;Vegetables;21/06/2017;680325210;Critical;Europe;Online;23/07/2017;148K;200318,79;139075,39;339394,18;90,93;154,06;2203
Andorra;Baby Food;27/09/2010;442318427;High;Europe;Online;08/10/2010;0K;112709,94;67773,02;180482,96;159,42;255,28;707
Italy;Baby Food;15/01/2011;926826655;High;Europe;Online;16/02/2011;1187K;1188954,36;714923,88;1903878,24;159,42;255,28;7458
Andorra;Beverages;25/11/2012;378873240;High;Europe;Online;28/11/2012;148K;186480,14;91861,56;278341,7;31,79;47,45;5866
Moldova;Beverages;12/09/2010;607620608;High;Europe;Online;20/09/2010;148K;231939,84;114255,36;346195,2;31,79;47,45;7296
Monaco;Beverages;14/03/2013;757468974;High;Europe;Online;23/03/2013;0K;24065,03;11854,62;35919,65;31,79;47,45;757
Romania;Beverages;31/05/2016;253055322;High;Europe;Online;12/06/2016;0K;112790,92;55561,68;168352,6;31,79;47,45;3548
